,FQHC1,FQHC2,FQHC3,FQHC4,FQHC5,FQHC6,FQHC7,FQHC8,FQHC9,FQHC10,FQHC11,FQHC12,FQHC13,FQHC14,FQHC15,FQHC16,FQHC17,FQHC18,FQHC19,FQHC20,FQHC21,FQHC22,FQHC23,FQHC24,FQHC25,FQHC26,FQHC27,FQHC28,FQHC29,FQHC30,FQHC31,FQHC32,FQHC33,FQHC34,FQHC35,FQHC36,FQHC37,FQHC38,FQHC39,FQHC40,FQHC41,FQHC42,FQHC43,FQHC44,FQHC45,FQHC46,FQHC47,FQHC48,FQHC49,FQHC50,FQHC51,FQHC52,FQHC53,FQHC54,FQHC55,FQHC56,FQHC57,FQHC58,FQHC59,FQHC60,FQHC61,FQHC62,FQHC63,FQHC64,FQHC65,FQHC66,FQHC67,FQHC68,FQHC69,FQHC70,FQHC71,FQHC72,FQHC73,FQHC74,FQHC75,FQHC76,FQHC77,FQHC78,FQHC79,FQHC80,FQHC81,FQHC82,FQHC83,FQHC84,FQHC85,FQHC86,FQHC87,FQHC88,FQHC89,FQHC90,FQHC91,FQHC92,FQHC93,FQHC94,FQHC95,FQHC96,FQHC97,FQHC98,FQHC99,FQHC100,FQHC101,FQHC102,FQHC103,FQHC104,FQHC105,FQHC106,FQHC107,FQHC108,FQHC109,FQHC110,FQHC111,FQHC112,FQHC113,FQHC114,FQHC115,FQHC116,FQHC117,FQHC118,FQHC119,FQHC120,FQHC121,FQHC122,FQHC123,FQHC124,FQHC125,FQHC126,FQHC127,FQHC128,FQHC129,FQHC130,FQHC131,FQHC132,FQHC133,FQHC134,FQHC135,FQHC136,FQHC137,FQHC138,FQHC139,FQHC140,FQHC141,FQHC142,FQHC143,FQHC144,FQHC145,FQHC146,FQHC147,FQHC148,FQHC149,FQHC150,FQHC151,FQHC152,FQHC153,FQHC154,FQHC155,FQHC156,FQHC157,FQHC158,FQHC159,FQHC160,FQHC161,FQHC162,FQHC163,FQHC164,FQHC165,FQHC166,FQHC167,FQHC168,FQHC169,FQHC170,FQHC171,FQHC172,FQHC173,FQHC174,FQHC175,FQHC176,FQHC177,FQHC178,FQHC179,FQHC180,FQHC181,FQHC182,FQHC183,FQHC184,FQHC185,FQHC186,FQHC187,FQHC188,FQHC189,FQHC190,FQHC191,FQHC192,FQHC193,FQHC194,FQHC195,FQHC196,FQHC197,FQHC198,FQHC199,FQHC200,FQHC201,FQHC202,FQHC203,FQHC204,FQHC205,FQHC206,FQHC207,FQHC208,FQHC209,FQHC210,FQHC211,FQHC212,FQHC213,FQHC214,FQHC215,FQHC216,FQHC217,FQHC218,FQHC219,FQHC220,FQHC221,FQHC222,FQHC223,FQHC224,FQHC225,FQHC226,FQHC227,FQHC228,FQHC229,FQHC230,FQHC231,FQHC232,FQHC233,FQHC234,FQHC235,FQHC236,FQHC237,FQHC238,FQHC239,FQHC240,FQHC241,FQHC242,FQHC243,FQHC244,FQHC245,FQHC246,FQHC247,FQHC248,FQHC249,FQHC250,FQHC251,FQHC252,FQHC253,FQHC254,FQHC255,FQHC256,FQHC257,FQHC258,FQHC259,FQHC260,FQHC261,FQHC262,FQHC263,FQHC264,FQHC265,FQHC266,FQHC267,FQHC268,FQHC269,FQHC270,FQHC271,FQHC272,FQHC273,FQHC274,FQHC275,FQHC276,FQHC277,FQHC278,FQHC279,FQHC280,FQHC281,FQHC282,FQHC283,FQHC284,FQHC285,FQHC286,FQHC287,FQHC288,FQHC289,FQHC290,FQHC291,FQHC292,FQHC293,FQHC294,FQHC295,FQHC296,FQHC297,FQHC298,FQHC299,FQHC300,FQHC301
FQHC70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7,1048.7,1721.1166666666666,402.81666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.46666666666664,NA,NA,NA,NA,NA,NA,NA,1526.5666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1868.4166666666667,NA,NA,NA,0,NA,NA,NA,1822.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.35,1898.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.85,NA,NA,NA,NA,NA,1538.4666666666667,NA,NA,NA,NA,NA,1042.8166666666666,NA,NA,905.8666666666667,NA,NA,NA,1873.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039.9166666666667,46.233333333333334,1824.2333333333333,NA,2047.0833333333333,NA,NA,NA,NA,NA,NA,1821.0666666666666,NA,NA,973.7333333333333,NA,NA,NA,NA,NA,NA,1817.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,954.5333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902.4833333333333,520.4833333333333,NA,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234.6,NA,NA,NA,NA,NA,NA,NA,1092.4166666666667,NA,NA,1352.8166666666666,NA,NA,1494.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43333333333333335,NA,NA,NA,NA,NA,NA,NA,493.98333333333335,NA,1729.6166666666666,NA
FQHC71,NA,NA,1329.1666666666667,NA,1784.4166666666667,1137.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.6333333333334,NA,NA,NA,NA,NA,NA,NA,1750.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.8666666666667,NA,1441.1166666666666,NA,NA,NA,NA,NA,NA,NA,NA,1125.85,NA,NA,NA,NA,NA,NA,711.0333333333333,NA,NA,NA,1223.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7666666666667,NA,NA,NA,NA,879.8,NA,NA,NA,NA,NA,NA,NA,NA,1914.8166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45,NA,NA,NA,1124.5666666666666,NA,NA,NA,NA,NA,82.86666666666666,NA,NA,NA,NA,NA,NA,NA,NA,1155.05,NA,NA,863.05,NA,861.3333333333334,NA,NA,NA,NA,NA,NA,741.4666666666667,1050.2166666666667,NA,NA,NA,NA,NA,NA,NA,535.7,1944.7,NA,NA,NA,NA,NA,NA,1023.9166666666666,1442,998.8,NA,NA,NA,NA,NA,NA,1493.1,NA,648.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022.1,NA,343.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166.7166666666667,NA,NA,NA,NA,1426.1166666666666,NA,NA,NA,NA,NA,NA,NA,1519.5833333333333,NA,NA,NA,1426.3166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841.7166666666667,NA,NA,NA,NA,NA
FQHC72,NA,NA,2460.516666666667,NA,2877.6666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373.4333333333334,NA,NA,NA,2777.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651.9,2975.4333333333334,NA,NA,NA,NA,NA,190.83333333333334,NA,NA,NA,NA,0,NA,NA,NA,529.4166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.1666666666665,NA,NA,NA,NA,NA,NA,2779.516666666667,NA,NA,238.08333333333334,NA,NA,NA,NA,NA,2210.483333333333,NA,NA,NA,NA,2659.0333333333333,NA,NA,2761.0333333333333,2712.516666666667,NA,NA,NA,NA,NA,NA,NA,NA,2740.6666666666665,NA,NA,NA,NA,NA,NA,1274.2666666666667,NA,3310.883333333333,NA,NA,NA,NA,NA,NA,246.23333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.6,NA,3166.85,NA,NA,1417.1666666666667,NA,NA,NA,NA,NA,3211.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.8833333333334,NA,NA,NA,NA,NA,NA,NA,677.1,NA,202.63333333333333,NA,NA,NA,NA,NA,NA,2780.55,NA,NA,NA,NA,NA,NA,NA,2756.0333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2715.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.45,572.7666666666667,NA,NA,NA,NA,3201.9666666666667,NA,NA,3045.616666666667,2895.5833333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC73,NA,NA,NA,NA,NA,NA,NA,655.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,NA,NA,93.58333333333333,NA,NA,622.4833333333333,360.5,NA,NA,NA,NA,NA,354.43333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.3666666666667,976.1833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300.3,NA,NA,NA,NA,NA,NA,NA,0,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.65,743.7,NA,NA,NA,712.8166666666667,NA,NA,984.9166666666666,NA,NA,NA,NA,NA,NA,NA,NA,412.05,371.75,NA,NA,NA,626.65,NA,NA,NA,NA,603.05,NA,NA,NA,NA,NA,88.46666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.8,NA,NA,NA,NA,NA,NA,NA,NA,660.2666666666667,NA,NA,145.16666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.18333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.2833333333333,NA,NA,NA,NA,NA,189.66666666666666,NA,NA,NA,NA,NA,NA,636.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.75,NA,NA,NA,NA,NA,NA,NA,NA,648.1,NA,NA,940.7333333333333,NA,737.2,NA,NA,827.1166666666667,NA,NA,NA,NA,NA,965.6,495.05,NA,NA,NA,NA,NA,NA,1032.1333333333334,NA,NA,NA,965.4166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC74,NA,NA,NA,NA,NA,NA,327.45,NA,NA,NA,NA,NA,119.88333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.333333333333336,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,173.06666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.88333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.48333333333332,NA,NA,NA,329.4,181.71666666666667,NA,NA,NA,NA,983.4166666666666,566.8333333333334,568.4666666666667,NA,NA,NA,NA,NA,983.55,565.6666666666666,NA,NA,NA,NA,NA,856.5,NA,NA,NA,NA,NA,171.51666666666668,NA,NA,NA,947.9166666666666,50.266666666666666,642.65,NA,NA,NA,312.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.466666666666667,NA,NA,NA,640.8333333333334,NA,NA,NA,NA,2.816666666666667,NA,NA,NA,NA,535.8833333333333,NA,NA,NA,NA,6.666666666666667,NA,943.3166666666667,NA,NA,NA,NA,942.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.08333333333333,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.38333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.21666666666667,NA,NA,71.56666666666666,NA,NA,NA,NA,NA,NA,NA,NA,60.983333333333334,NA,NA,NA,NA,NA,NA,NA,NA,111.48333333333333,182.03333333333333
FQHC75,NA,NA,NA,NA,NA,NA,NA,654.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.31666666666667,NA,NA,94.28333333333333,NA,NA,623.2,361.21666666666664,NA,NA,NA,NA,NA,355.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.0833333333333,976.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301.0166666666667,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.35,742.5,NA,NA,NA,711.6166666666667,NA,NA,983.9166666666666,NA,NA,NA,NA,NA,NA,NA,NA,412.75,370.55,NA,NA,NA,625.45,NA,NA,NA,NA,601.85,NA,NA,NA,NA,NA,89.18333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.6,NA,NA,NA,NA,NA,NA,NA,NA,659.0666666666667,NA,NA,145.88333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,NA,NA,NA,NA,NA,188.66666666666666,NA,NA,NA,NA,NA,NA,635.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.45,NA,NA,NA,NA,NA,NA,NA,NA,646.8833333333333,NA,NA,939.7333333333333,NA,736,NA,NA,827.4666666666667,NA,NA,NA,NA,NA,966.3166666666667,495.76666666666665,NA,NA,NA,NA,NA,NA,1032.85,NA,NA,NA,966.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC76,NA,NA,2200.5333333333333,NA,2768.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2869.016666666667,NA,NA,NA,2248.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122.6666666666667,2818.983333333333,NA,NA,NA,NA,NA,686.4166666666666,NA,NA,NA,3499.4166666666665,527.2333333333333,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623.0333333333333,NA,NA,733.6666666666666,NA,NA,NA,NA,NA,2101.6666666666665,NA,NA,NA,NA,NA,NA,NA,2231.8166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.05,NA,3202.0666666666666,NA,NA,NA,NA,NA,3417.05,741.8166666666667,NA,NA,NA,NA,NA,NA,NA,3241.4666666666667,NA,NA,3329.6833333333334,NA,3327.9166666666665,NA,NA,NA,NA,804.3833333333333,NA,3010.4166666666665,NA,NA,887.95,NA,NA,NA,NA,NA,3022.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887.6666666666666,NA,NA,3391.2833333333333,NA,NA,NA,NA,1172.6833333333334,NA,698.2166666666667,NA,NA,NA,3272.0833333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3314.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.15,43.46666666666667,NA,NA,NA,NA,2672.733333333333,NA,NA,2516.4,2786.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC77,NA,NA,NA,NA,NA,NA,212.23333333333332,NA,NA,NA,NA,NA,289.48333333333335,NA,975.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.9,NA,NA,NA,NA,NA,NA,NA,173.86666666666667,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.01666666666668,NA,NA,NA,318.95,167.78333333333333,NA,NA,NA,NA,181.86666666666667,644.5666666666667,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,113.51666666666667,133.1,675.4166666666666,NA,NA,NA,292.76666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.56666666666666,NA,NA,NA,718.55,NA,NA,NA,NA,170.68333333333334,NA,NA,NA,NA,136.46666666666667,NA,NA,NA,NA,174.1,NA,NA,NA,NA,NA,NA,141.98333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.8,NA,166.68333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2,NA,NA,896.8333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.68333333333334,NA,NA,104.91666666666667,NA,NA,NA,NA,695.9333333333333,NA,NA,NA,115.11666666666666,NA,NA,NA,NA,NA,NA,NA,NA,281.0833333333333,26.533333333333335
FQHC78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.33333333333334,73.21666666666667,NA,49.233333333333334,NA,NA,NA,51.31666666666667,NA,NA,NA,NA,NA,NA,NA,69.35,NA,NA,NA,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,72.88333333333334,NA,NA,70.33333333333333,111.63333333333334,NA,NA,NA,184.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.05,32.583333333333336,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.65,NA,NA,NA,NA,NA,NA,NA,17.833333333333332,NA,NA,NA,140.66666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.06666666666666,59.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.516666666666666,NA,NA,NA,141.85,NA,NA,NA,NA,145.08333333333334,NA,31.65,NA,NA,NA,NA,NA,NA,101.83333333333333,104.53333333333333,NA,NA,NA,NA,34.016666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.9,NA,30.616666666666667,NA,52.25,NA,NA,27.533333333333335,NA,29.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.73333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.66666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.683333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.95,41.63333333333333,NA,112.73333333333333,NA,NA,NA,64.03333333333333,NA,NA,NA,NA,NA,NA,NA,46.766666666666666,NA,NA,NA,117.21666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.93333333333334,0,NA,NA,51.55,54.13333333333333,NA,NA,NA,184.28333333333333,NA,NA,NA,NA,207.55,NA,NA,NA,NA,NA,NA,NA,NA,129.3,92.91666666666667,64.81666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.616666666666667,NA,NA,NA,NA,NA,NA,NA,83.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.83333333333334,123.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.333333333333336,NA,NA,NA,80.88333333333334,NA,NA,NA,NA,163.83333333333334,NA,43.31666666666667,NA,NA,NA,NA,NA,NA,172.78333333333333,168.51666666666668,NA,NA,NA,NA,42.916666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.68333333333334,NA,61.88333333333333,NA,42.31666666666667,NA,NA,45.61666666666667,NA,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.43333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FQHC80,1543.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4202.866666666667,NA,NA,NA,3747.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,1495.4333333333334,NA,NA,NA,NA,NA,NA,4098.166666666667,NA,NA,2605.8333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4231.416666666667,NA,3576.6833333333334,NA,NA,NA,NA,4254.733333333334,4184.266666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3165.9166666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590.616666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4360.3,NA,4370.7,NA,4016.45,NA,NA,NA,NA,NA,4370.816666666667,4023.9333333333334,NA,1651.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4414.533333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569.25,NA,NA,219.35,NA,NA,NA,NA,948.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3810.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,4406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4203.716666666666,3451.1,NA,NA,3807.25,NA,NA,NA,NA,NA,4212.616666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3496.266666666667,NA,NA,NA,NA,NA,5783.533333333334,NA,3770.55,NA,NA,NA,NA,NA,NA,NA,4522.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.4333333333334,NA,2612.766666666667,NA,NA,NA,NA,NA,NA
