,FQHC1,FQHC2,FQHC3,FQHC4,FQHC5,FQHC6,FQHC7,FQHC8,FQHC9,FQHC10,FQHC11,FQHC12,FQHC13,FQHC14,FQHC15,FQHC16,FQHC17,FQHC18,FQHC19,FQHC20,FQHC21,FQHC22,FQHC23,FQHC24,FQHC25,FQHC26,FQHC27,FQHC28,FQHC29,FQHC30,FQHC31,FQHC32,FQHC33,FQHC34,FQHC35,FQHC36,FQHC37,FQHC38,FQHC39,FQHC40,FQHC41,FQHC42,FQHC43,FQHC44,FQHC45,FQHC46,FQHC47,FQHC48,FQHC49,FQHC50,FQHC51,FQHC52,FQHC53,FQHC54,FQHC55,FQHC56,FQHC57,FQHC58,FQHC59,FQHC60,FQHC61,FQHC62,FQHC63,FQHC64,FQHC65,FQHC66,FQHC67,FQHC68,FQHC69,FQHC70,FQHC71,FQHC72,FQHC73,FQHC74,FQHC75,FQHC76,FQHC77,FQHC78,FQHC79,FQHC80,FQHC81,FQHC82,FQHC83,FQHC84,FQHC85,FQHC86,FQHC87,FQHC88,FQHC89,FQHC90,FQHC91,FQHC92,FQHC93,FQHC94,FQHC95,FQHC96,FQHC97,FQHC98,FQHC99,FQHC100,FQHC101,FQHC102,FQHC103,FQHC104,FQHC105,FQHC106,FQHC107,FQHC108,FQHC109,FQHC110,FQHC111,FQHC112,FQHC113,FQHC114,FQHC115,FQHC116,FQHC117,FQHC118,FQHC119,FQHC120,FQHC121,FQHC122,FQHC123,FQHC124,FQHC125,FQHC126,FQHC127,FQHC128,FQHC129,FQHC130,FQHC131,FQHC132,FQHC133,FQHC134,FQHC135,FQHC136,FQHC137,FQHC138,FQHC139,FQHC140,FQHC141,FQHC142,FQHC143,FQHC144,FQHC145,FQHC146,FQHC147,FQHC148,FQHC149,FQHC150,FQHC151,FQHC152,FQHC153,FQHC154,FQHC155,FQHC156,FQHC157,FQHC158,FQHC159,FQHC160,FQHC161,FQHC162,FQHC163,FQHC164,FQHC165,FQHC166,FQHC167,FQHC168,FQHC169,FQHC170,FQHC171,FQHC172,FQHC173,FQHC174,FQHC175,FQHC176,FQHC177,FQHC178,FQHC179,FQHC180,FQHC181,FQHC182,FQHC183,FQHC184,FQHC185,FQHC186,FQHC187,FQHC188,FQHC189,FQHC190,FQHC191,FQHC192,FQHC193,FQHC194,FQHC195,FQHC196,FQHC197,FQHC198,FQHC199,FQHC200,FQHC201,FQHC202,FQHC203,FQHC204,FQHC205,FQHC206,FQHC207,FQHC208,FQHC209,FQHC210,FQHC211,FQHC212,FQHC213,FQHC214,FQHC215,FQHC216,FQHC217,FQHC218,FQHC219,FQHC220,FQHC221,FQHC222,FQHC223,FQHC224,FQHC225,FQHC226,FQHC227,FQHC228,FQHC229,FQHC230,FQHC231,FQHC232,FQHC233,FQHC234,FQHC235,FQHC236,FQHC237,FQHC238,FQHC239,FQHC240,FQHC241,FQHC242,FQHC243,FQHC244,FQHC245,FQHC246,FQHC247,FQHC248,FQHC249,FQHC250,FQHC251,FQHC252,FQHC253,FQHC254,FQHC255,FQHC256,FQHC257,FQHC258,FQHC259,FQHC260,FQHC261,FQHC262,FQHC263,FQHC264,FQHC265,FQHC266,FQHC267,FQHC268,FQHC269,FQHC270,FQHC271,FQHC272,FQHC273,FQHC274,FQHC275,FQHC276,FQHC277,FQHC278,FQHC279,FQHC280,FQHC281,FQHC282,FQHC283,FQHC284,FQHC285,FQHC286,FQHC287,FQHC288,FQHC289,FQHC290,FQHC291,FQHC292,FQHC293,FQHC294,FQHC295,FQHC296,FQHC297,FQHC298,FQHC299,FQHC300,FQHC301,PPHC1,PPHC2,PPHC3,PPHC4,PPHC5,PPHC6,PPHC7,PPHC8,PPHC9,PPHC10,PPHC11,PPHC12,PPHC13,PPHC14,PPHC15,PPHC16,PPHC17,PPHC18,PPHC19,PPHC20,PPHC21,PPHC22,PPHC23,PPHC24,PPHC25,PPHC26,PPHC27,PPHC28,PPHC29,PPHC30,PPHC31,PPHC32,PPHC33,PPHC34,PPHC35,PPHC36,PPHC37,PPHC38,PPHC39,PPHC40,PPHC41,PPHC42,PPHC43,PPHC44,PPHC45,PPHC46,PPHC47,PPHC48,PPHC49,PPHC50,PPHC51,PPHC52,PPHC53,PPHC54,PPHC55,PPHC56,PPHC57,PPHC58,PPHC59,PPHC60,PPHC61,PPHC62,PPHC63,PPHC64,PPHC65,PPHC66,PPHC67,PPHC68,PPHC69,PPHC70,PPHC71,PPHC72,PPHC73,PPHC74,PPHC75,PPHC76,PPHC77,PPHC78,PPHC79,PPHC80,PPHC81,PPHC82,PPHC83,PPHC84,PPHC85,PPHC86,PPHC87,PPHC88,PPHC89,PPHC90,PPHC91,PPHC92,PPHC93,PPHC94,PPHC95,PPHC96,PPHC97,PPHC98,PPHC99,PPHC100,PPHC101,PPHC102,PPHC103,PPHC104,PPHC105,PPHC106,PPHC107,PPHC108,PPHC109,PPHC110
FQHC108,,161.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.95,,,202.08333333333334,,,,,,,117.66666666666667,,197.93333333333334,,,,,,73.81666666666666,,,,,,,,,,,,,,,,,,,287.35,,167.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,258.15,,,,,,,,,,,60.28333333333333,,,,76.28333333333333,,,,249.38333333333333,,,,,63.11666666666667,,,,,,,,,,,,,,,,632.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45,,,,,,148.48333333333332,256.6166666666667,,,,,,,,,,,,,,,,,,682.9833333333333,595.3166666666667,636.6666666666666,,,,,,,96.86666666666666,,,,,,,,38.733333333333334,,,,,,,,,,595.3166666666667,,,,,,,,103.46666666666667,,,,,79.43333333333334,,,,,,,,,164.13333333333333,,,,,,,,,,194.76666666666668,,,,,,,,504.8,,,,,,,,,,,187.36666666666667,,,,,174.0,,,,,,,,,,,702.4833333333333,,186.53333333333333,161.71666666666667,,,,,,,,,,,,,,,,,,,,,,,271.0833333333333,,,,,,,,,243.25,,,,,,,,,,,,,,,51.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.68333333333334,,249.65,270.3666666666667,,,,,,118.2,,,,,169.9,30.733333333333334,,,,,,253.36666666666667,,,,
FQHC109,,,,,,,35.05,,,,,,71.6,,111.11666666666666,,,,153.16666666666666,,,,,,,,,,,,,,,,149.08333333333334,,,,,,,,,,,,,,,,131.8,,,,,,,,,,,,,,,51.233333333333334,,,,,,,,59.266666666666666,,,48.65,,,,,,,,,,,,,,53.53333333333333,,,,,,,,,,,,,,,,,,0.0,,,,56.45,20.783333333333335,,,,,88.1,82.63333333333334,114.43333333333334,,,,,,88.23333333333333,111.41666666666667,,,,,,97.51666666666667,,,,,,51.016666666666666,,,,66.0,43.0,80.5,,,,39.65,,,,,,,,,,,,,46.28333333333333,,,,71.0,,,,,52.95,,,,,60.55,,,,,37.53333333333333,,128.71666666666667,,,,,87.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.933333333333334,,19.65,,,,,,,,,,,,38.11666666666667,,,164.11666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,,,38.2,,,,,180.58333333333334,,,,39.53333333333333,,182.1,,,,,,,81.46666666666667,66.7,,,113.18333333333334,,,,,,,,,,,65.56666666666666,,,,,25.466666666666665,,,,113.9,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,119.18333333333334,,29.0,,,,,,,,122.85,73.58333333333333,,,,,,,,,,,,,,64.43333333333334,,,,,,116.06666666666666,101.85,119.11666666666666,,,,,,184.41666666666666,,96.55,,,,,,,57.766666666666666,,,,,,59.8,,,,,,
FQHC110,,,,,178.26666666666668,9.533333333333333,,,,,,,,,,199.3,,,,,,,,,,,,,,,,,,,,,,,,,,,73.78333333333333,,700.6666666666666,,,,,,,,,790.9833333333333,,,,,,,145.2,,,,,,,,,,157.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.03333333333333,,,,110.93333333333334,,,,,,192.03333333333333,,,,,,,,,90.05,,,95.71666666666667,,102.75,,,,,,,97.91666666666667,16.95,,,,,,,,260.4,851.4166666666666,,,,,,,33.833333333333336,,769.4833333333333,,,,,,,38.05,,148.9,,,,,,,,,,,,,,,,,,,,,,,35.65,,927.3166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.083333333333336,,,,,,,,,,,159.05,,,,,,,,,,,,,,,,,,191.46666666666667,,,,,,,,,182.21666666666667,,,,,,,,,,,,,,,,,,,,161.83333333333334,,,,,,,,,,,,,,,,,,,746.6666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86666666666667,,,,,,,,
FQHC111,,,,,,,,32.516666666666666,,,,,,,,,,78.15,,,96.56666666666666,,,136.26666666666668,131.43333333333334,,,,,,102.31666666666666,,,,,,,,,,,,,159.91666666666666,180.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.31666666666666,,106.15,,,,,,,,,,,,,,102.45,71.63333333333334,,,,77.05,,,735.9166666666666,,,161.16666666666666,,,,,,147.36666666666667,100.03333333333333,,,,0.0,254.98333333333332,,,,27.266666666666666,,,,,,153.28333333333333,,,,,,,,,,,,257.56666666666666,,,,,,,,,,,,,,,,,,38.333333333333336,,,128.11666666666667,,,,,,,,,,136.15,,,,,,,,,,,,,,,,,,,277.78333333333336,,,,,,,,,,,,226.28333333333333,,,,,,214.71666666666667,,,,,,,48.7,,,,,745.1666666666666,1632.2833333333333,,,,,,,,,743.2,,,,,,,,,,,,,,,,,,,,,,,,,824.8333333333334,,,,,,,,,27.916666666666668,,,130.75,,65.58333333333333,,,,,,,,,222.0,,,,,,,,,,,,221.9,,,,,,,,,,,,,,,,,,,,270.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.76666666666667,513.8833333333333,,449.8833333333333,,,,241.85,,,,,,,,,,,,267.4,175.71666666666667,135.15,198.11666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,66.98333333333333,29.366666666666667,,125.08333333333333,,,,,,,,,,,,,,,
FQHC112,,,,,,,,282.7,,,,,140.2,,,,,,165.61666666666667,,,,,,,,,,,,,,,,,,,297.6333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.2,,340.26666666666665,,,,814.8833333333333,,,,,,263.78333333333336,,,,,,,324.8833333333333,,,,318.2,0.0,,,,306.6333333333333,,,,91.08333333333333,141.08333333333334,,,,,,,148.56666666666666,,,,,,49.36666666666667,,,,,,,,,,,,109.46666666666667,,,,,,289.3666666666667,,,,,,,,,,,,,,,75.53333333333333,,,,,,,,,,,,,,,,,46.05,,,,,128.25,,,,,,,,,,,,,,,,,,,,257.3666666666667,,,,,,,147.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1,,,,,,,,,,,,,,795.75,,,685.95,,822.4166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.1166666666667,,,,,152.68333333333334,,,,36.06666666666667,,,,,,,,,,,77.6,,,,,,,,,151.86666666666667,,,,136.05,,,,,,,,,,,,,,,,,709.6666666666666,,,,,,,305.26666666666665,,,,,,,,,,,,338.21666666666664,249.06666666666666,213.03333333333333,270.95,,,,,,,,,,,,,,,,,171.26666666666668,,,,,,,,,582.1833333333333,569.0,,521.8166666666667,,,,,,,,,88.7,,,,,390.6,762.5666666666667
FQHC113,,,,,,,30.833333333333332,,,,,,102.3,,104.91666666666667,,,,147.73333333333332,,,,,,,,,,,,,,,,143.23333333333332,,,,,,,,,,,,,,,,126.35,,,,,,,420.15,206.91666666666666,,,,,,,85.48333333333333,,,,,,,,71.61666666666666,,,72.05,,,,,,,,,,,,,,76.93333333333334,,,,,,,,,,,,,,,,,,55.53333333333333,,,,0.0,45.68333333333333,,,,,90.35,102.26666666666667,113.55,,,,,,89.71666666666667,112.3,,,,,,,,,,,,75.06666666666666,,,,60.2,63.516666666666666,79.71666666666667,,,,33.1,,,,,,,,,,,,,65.06666666666666,,,,,,,,,61.9,,,,,57.15,,,276.85,,56.53333333333333,,,,,,,80.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.13333333333333,,58.85,,,,,,,,,146.61666666666667,,,55.28333333333333,,,167.35,,201.98333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,67.75,,,67.61666666666666,206.63333333333333,,,,183.55,,,,61.333333333333336,,170.45,,,,,,,113.05,98.01666666666667,,,,,,,,,,,,,,,,,,,32.31666666666667,,,,101.51666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,106.01666666666667,,49.86666666666667,,,,,,,,,28.766666666666666,,,,,,,,,,,,,,81.71666666666667,,,,,,134.93333333333334,85.31666666666666,142.58333333333334,,,,,,169.61666666666667,,109.76666666666667,,,,,278.55,,53.56666666666667,,,,,,79.86666666666666,,,,,,
FQHC114,,,,,,,23.216666666666665,,,,,,73.18333333333334,,121.66666666666667,,,,,,,,,,,,,,,,,,,,157.05,,,,,,,,,,,,,,,,128.06666666666666,,,,,,,,219.45,,,,,,,61.63333333333333,,,,,,,,56.35,,,61.35,,,,,,,,,,,,,,66.23333333333333,,,,,,,,,,,,,,,,,,28.233333333333334,,,,46.81666666666667,0.0,,,,,92.06666666666666,89.83333333333333,109.65,,,,,,91.68333333333334,110.28333333333333,,,,,,,,,,,,66.06666666666666,,,,73.96666666666667,54.25,54.266666666666666,,,,51.61666666666667,,,,,,,,,,,,,63.916666666666664,,,,84.18333333333334,,,,,56.3,,,,,64.0,,,,,50.55,,,,,,,91.21666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05,,40.25,,,,,,,,,,,,38.45,,,168.86666666666667,,213.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,40.333333333333336,208.1,,,,184.35,,,,45.75,,181.53333333333333,,,,,,,91.73333333333333,91.0,,,,,,,,,,,,,,81.46666666666667,,,,,24.783333333333335,,,,92.76666666666667,,,,80.76666666666667,,,,,,,,,,,,,,,,,,,,,,,119.13333333333334,,34.15,,,,,,,,145.88333333333333,65.45,,,,,,,,,,,,,,71.03333333333333,,,,,,125.91666666666667,97.81666666666666,131.08333333333334,,,,,,180.38333333333333,,89.5,,,,,,,59.733333333333334,,,,,,69.11666666666666,,,,,,
FQHC115,,,51.93333333333333,,1023.5666666666667,928.4166666666666,,,,,,,,,,1021.6,,,,,,,,,,,,,,,,,,,,,,,,,,,935.65,,,,,,,,,,,,,,,,,,200.61666666666667,,,,,,,,,,1067.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.9333333333333,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.3333333333333,,,,983.2333333333333,,,,,,1094.9166666666667,,,,,,,,,929.7333333333333,,,928.0166666666667,,935.05,,,,,,,120.21666666666667,918.25,,,,,,,,510.4166666666667,432.43333333333334,,,,,,,876.1333333333333,,1282.7833333333333,,,,,,,1000.35,,1011.2,,,,,,,,,,,,,,,,,,,,,,,877.95,,543.3333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.3833333333333,,,,,,,,,,,1016.8666666666667,,,,,,,,,,,,,,,,,,1018.7666666666667,,,,,,,,,1024.1,,,,,,,,,,,,,,,,,,,,424.85,,,,,,,,,,,,,,,,,,,563.3166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.8666666666667,,,,,,,963.4,,,,,,,,,,,,,,,205.88333333333333,,,,,,,,
FQHC116,,,,,,,,32.15,,,,,,,,,,89.68333333333334,,,106.86666666666666,,,146.75,142.96666666666667,,,,,,113.85,,,,,,,,,,,,,171.08333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.85,,117.68333333333334,,,,,,,,,,,,,,112.75,85.25,,,,78.1,,,747.75,,,158.1,,,,,,160.58333333333334,94.08333333333333,,,,22.766666666666666,251.91666666666666,,,,0.0,,,,,,153.08333333333334,,,,,,,,,,,,254.5,,,,,,,,,,,,,,,,,,45.9,,,126.05,,,,,,,,,,744.9833333333333,,,,,,,,,,,,,,,,,,,274.71666666666664,,,,,,,,,,,,,,,,,,203.4,,,,,,,33.5,,,,,741.1,,,,,,,,,,739.1333333333333,,,,,,,,,,,,,,,,,,,,,,,,,808.7,,,,,,,,,22.433333333333334,,,134.61666666666667,,69.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.63333333333334,,,445.81666666666666,,,,226.01666666666668,,,,,,,,,,,,257.8666666666667,166.18333333333334,125.15,188.05,,,,,,,,,,,,,,,,,,,,,,,,,,50.85,29.666666666666668,,118.95,,,,,,,,,,,,,,,
FQHC117,865.9,,,,,,,,,,,,,,487.68333333333334,,,,,,,,,,,,,1308.1666666666667,,,,,,,436.73333333333335,,,,,,,,,,,,,,,,497.06666666666666,,,,,,,170.53333333333333,298.1333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,408.05,,,,,,,,408.18333333333334,,,843.6833333333333,,,,,,,,,,,,,,371.31666666666666,,,,,,,,,,,,1272.3666666666666,,,,,,,,,,,,,,,,,,,,,319.28333333333336,,,181.3,,,,,,,,,402.98333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.26666666666667,,,,,,,,,,,,,,,,,,243.2,,,,,,1113.0,,,,,,,,411.76666666666665,,302.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.28333333333336,,,,454.6333333333333,,,,,,405.68333333333334,,,,,,,,,,,,,,,,,849.8166666666667,,303.55,,,,,,,,,,,390.51666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5833333333333,,,,,,,,,,,404.35,,,,,,,,,,,,,,,,,,,,,311.43333333333334,,,,,,,236.83333333333334,,,,,,,139.88333333333333,,370.1,,,,,,,,,,,,
FQHC118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.8,,,,632.3333333333334,,,,,,,,,,,,,,249.71666666666667,,,,,,,,,,,,196.51666666666668,,,,,,,42.13333333333333,,,,,,,,,146.58333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.01666666666665,,,,,,,,,,0.0,,,,,,,,,,,284.1333333333333,,,432.55,261.15,,,,,,,,,229.1,,,,,,,699.9,,,,,,,,,22.683333333333334,,,,,,,,,,,,,,,,,,175.95,,,,,185.81666666666666,,,,,,,,,,,,,,,,,,,,,,187.38333333333333,,,,,,,,72.81666666666666,,34.983333333333334,,,,,,,259.28333333333336,,,,,,,,349.15,,,,,,,,,,,,,,,,,,,,,,,220.93333333333334,,,,,,,,,,,,,,,,,169.35,128.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,,,,,655.6833333333333,,29.433333333333334,,,,,,,,,,,,,280.18333333333334,,,,,,,,,,
FQHC119,,,,,,,93.75,,,,,,,,75.7,,,,100.03333333333333,,,,,,,,,,,,,,,,111.16666666666667,,,,,,,,,,,,,,,,70.68333333333334,,,,,,,362.93333333333334,241.85,,,,,,,124.21666666666667,,,,,,,,,,,,,,,,,,,,,,214.53333333333333,,,,,,,,,,,,,,,,,,,,,97.75,,,,100.73333333333333,111.66666666666667,,,483.5,,0.0,132.86666666666667,64.88333333333334,,,,,,0.05,96.1,,,,,,156.23333333333332,,,,,,,,,,23.65,117.88333333333334,127.01666666666667,,,,86.36666666666666,,,,,,,,,,,,,116.85,,,,129.71666666666667,,,,,,,,,,91.91666666666667,,,363.6333333333333,,,,213.03333333333333,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9,,,,,,,,,,,,,,,111.11666666666666,,109.46666666666667,867.6333333333333,,,,,,,,109.48333333333333,,,105.58333333333333,,,197.48333333333332,,258.73333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,106.38333333333334,,,106.13333333333334,213.88333333333333,,,,267.1666666666667,,,,104.48333333333333,,159.05,,,,,,,,,,,143.73333333333332,,,,,,,,807.9833333333333,,,105.96666666666667,,,,,95.31666666666666,,,,73.55,,,,,,,,,,,,,,,,,,,,,,,,,,,71.18333333333334,,99.08333333333333,,,,,,,,,73.36666666666666,,,,,,,,,,,,,,,,,,,,,146.53333333333333,,,,,,,160.08333333333334,,,,,,,365.3333333333333,,22.783333333333335,,,,,,108.1,,,,,329.0833333333333,
FQHC120,,,,,,,,,,,,,109.93333333333334,,155.5,,,,149.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.38333333333333,,,,,,,,,,,,,,,77.18333333333334,,,,,,,,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.88333333333334,,,80.28333333333333,98.2,79.03333333333333,,,,,127.55,0.0,114.75,,,,,,127.68333333333334,132.65,,,,,,75.66666666666667,,,,,,,,,,97.46666666666667,65.2,30.283333333333335,,,,84.81666666666666,,,,,,,,,,,,,75.8,,,,35.86666666666667,,,,,73.31666666666666,,,,,,,,,,67.73333333333333,,111.55,,,,,85.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,,,,,,,,,,,,,,,,,59.06666666666667,,58.416666666666664,,,,,,,,,149.78333333333333,,,57.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.36666666666667,,,57.36666666666667,,,,,,,,,62.93333333333333,,,,,,,,,105.3,,,,87.68333333333334,,,,,,,,,,,27.483333333333334,,,,,69.4,,,,105.63333333333334,,,,87.56666666666666,,,,,,,,,,,,,,,,,,,,,,,161.33333333333334,,68.96666666666667,,,,,,,,,102.86666666666666,,,,,,,,,,,,,,,,,,,,,,96.36666666666666,,,,,,,,,,,,,,,93.26666666666667,,,,,,36.0,,,,,332.01666666666665,
FQHC121,,,,,,,80.83333333333333,,,,,,,,84.61666666666666,,,,69.66666666666667,,,,,,,,,,,,,,,,133.08333333333334,,,222.56666666666666,,,,,,,,,,,,,69.1,,,,,,,408.8666666666667,276.78333333333336,,,,,,,121.3,,,,,,,,,,,,,,,,,,,,,,171.23333333333332,,,,,,,,,,,,178.9,,,,,,,,,91.83333333333333,,,157.21666666666667,89.15,102.75,,,,,69.41666666666667,115.8,0.0,,,,,,69.55,7.7,,300.18333333333334,,,,145.65,,,,,,,,,,62.016666666666666,109.41666666666667,76.83333333333333,,,,86.3,,,,,,,,,,,,,,,,,100.43333333333334,,,,,,,,,,,,,363.56666666666666,,,,161.26666666666668,,,,,123.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.16666666666667,,104.98333333333333,950.55,,,,,,,,71.66666666666667,,,,,,,,246.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.78333333333333,,,,,,,,,,150.1,,199.61666666666667,,,,,,,,,150.93333333333334,,,,,,,,890.9,,,84.55,,,,,78.85,,,,33.93333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1,197.05,,,,,,,,,,98.0,,220.21666666666667,146.8,104.26666666666667,160.18333333333334,,,,,,,,,,,,,,,,,128.43333333333334,,,,,,229.71666666666667,,,,,,,365.26666666666665,,105.35,,,,,,73.4,,,,,151.58333333333334,721.7833333333333
FQHC122,,,,,,,,138.15,,,,,,,,,,42.333333333333336,,,61.03333333333333,,,121.53333333333333,113.7,,,,,,117.36666666666666,,,,,,,,,,,,,47.45,163.85,,,,,,,,,254.16666666666666,,,,,,,,,,,,,,,,,,,63.31666666666667,,64.01666666666667,,,,,,,,,,,,,,66.65,147.58333333333334,,,,143.03333333333333,,,651.7,,,,,,,,,103.85,106.73333333333333,,,,147.21666666666667,,,,,151.81666666666666,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.16666666666666,,,50.15,,,,,,,,,,89.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.53333333333333,,,,,,91.98333333333333,,,,,,,106.1,,,,,874.6333333333333,,,,,,,,,,897.9333333333333,,,,,,,,,,,,,,,,,,,,,,,,,193.16666666666666,,,,,,,,,98.71666666666667,,,128.35,,174.4,,,,,,,,,210.71666666666667,,,,,,,,549.3833333333333,,,,226.78333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.28333333333333,479.1333333333333,,44.68333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.08333333333334,119.88333333333334,,169.66666666666666,,,,,,,,,,,,,,,
FQHC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.28333333333333,,,,1.25,,,,,121.35,,,,,,,25.2,21.65,,59.85,,,,46.833333333333336,,,,,,,,23.4,,,,55.63333333333333,,,,,,,,,,37.6,7.65,,,23.866666666666667,32.43333333333333,,,,69.91666666666667,,,,,69.45,79.73333333333333,,,,,,74.85,,48.166666666666664,32.6,34.71666666666667,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35.2,,,,,,99.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.516666666666666,,,,,,,,,,,,,50.13333333333333,,,,,,,,,,73.11666666666666,53.43333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,28.683333333333334,81.28333333333333,,,26.6,,,,,61.833333333333336,,35.2,,,,,,,,,,,,,28.383333333333333,,,,,,,,,,,,27.866666666666667,,20.616666666666667,104.36666666666666,,35.333333333333336,,41.2,,,,,,64.56666666666666,,,,,63.233333333333334,,,,,,,,,,,,,,102.58333333333333,,,,,99.51666666666667,,,,,,,,,,,,,94.85,103.41666666666667,,,,,,,,,,,,,,,,,,,,,,57.266666666666666,77.75,39.43333333333333,,77.28333333333333,,,45.5,27.116666666666667,,59.75,33.65,24.8,42.61666666666667,,,,,,,,,,,,,175.8,62.38333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.66666666666667,,,,,,,,,,,84.15,,,,,,,50.95,,,,
FQHC124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
