,FQHC1,FQHC2,FQHC3,FQHC4,FQHC5,FQHC6,FQHC7,FQHC8,FQHC9,FQHC10,FQHC11,FQHC12,FQHC13,FQHC14,FQHC15,FQHC16,FQHC17,FQHC18,FQHC19,FQHC20,FQHC21,FQHC22,FQHC23,FQHC24,FQHC25,FQHC26,FQHC27,FQHC28,FQHC29,FQHC30,FQHC31,FQHC32,FQHC33,FQHC34,FQHC35,FQHC36,FQHC37,FQHC38,FQHC39,FQHC40,FQHC41,FQHC42,FQHC43,FQHC44,FQHC45,FQHC46,FQHC47,FQHC48,FQHC49,FQHC50,FQHC51,FQHC52,FQHC53,FQHC54,FQHC55,FQHC56,FQHC57,FQHC58,FQHC59,FQHC60,FQHC61,FQHC62,FQHC63,FQHC64,FQHC65,FQHC66,FQHC67,FQHC68,FQHC69,FQHC70,FQHC71,FQHC72,FQHC73,FQHC74,FQHC75,FQHC76,FQHC77,FQHC78,FQHC79,FQHC80,FQHC81,FQHC82,FQHC83,FQHC84,FQHC85,FQHC86,FQHC87,FQHC88,FQHC89,FQHC90,FQHC91,FQHC92,FQHC93,FQHC94,FQHC95,FQHC96,FQHC97,FQHC98,FQHC99,FQHC100,FQHC101,FQHC102,FQHC103,FQHC104,FQHC105,FQHC106,FQHC107,FQHC108,FQHC109,FQHC110,FQHC111,FQHC112,FQHC113,FQHC114,FQHC115,FQHC116,FQHC117,FQHC118,FQHC119,FQHC120,FQHC121,FQHC122,FQHC123,FQHC124,FQHC125,FQHC126,FQHC127,FQHC128,FQHC129,FQHC130,FQHC131,FQHC132,FQHC133,FQHC134,FQHC135,FQHC136,FQHC137,FQHC138,FQHC139,FQHC140,FQHC141,FQHC142,FQHC143,FQHC144,FQHC145,FQHC146,FQHC147,FQHC148,FQHC149,FQHC150,FQHC151,FQHC152,FQHC153,FQHC154,FQHC155,FQHC156,FQHC157,FQHC158,FQHC159,FQHC160,FQHC161,FQHC162,FQHC163,FQHC164,FQHC165,FQHC166,FQHC167,FQHC168,FQHC169,FQHC170,FQHC171,FQHC172,FQHC173,FQHC174,FQHC175,FQHC176,FQHC177,FQHC178,FQHC179,FQHC180,FQHC181,FQHC182,FQHC183,FQHC184,FQHC185,FQHC186,FQHC187,FQHC188,FQHC189,FQHC190,FQHC191,FQHC192,FQHC193,FQHC194,FQHC195,FQHC196,FQHC197,FQHC198,FQHC199,FQHC200,FQHC201,FQHC202,FQHC203,FQHC204,FQHC205,FQHC206,FQHC207,FQHC208,FQHC209,FQHC210,FQHC211,FQHC212,FQHC213,FQHC214,FQHC215,FQHC216,FQHC217,FQHC218,FQHC219,FQHC220,FQHC221,FQHC222,FQHC223,FQHC224,FQHC225,FQHC226,FQHC227,FQHC228,FQHC229,FQHC230,FQHC231,FQHC232,FQHC233,FQHC234,FQHC235,FQHC236,FQHC237,FQHC238,FQHC239,FQHC240,FQHC241,FQHC242,FQHC243,FQHC244,FQHC245,FQHC246,FQHC247,FQHC248,FQHC249,FQHC250,FQHC251,FQHC252,FQHC253,FQHC254,FQHC255,FQHC256,FQHC257,FQHC258,FQHC259,FQHC260,FQHC261,FQHC262,FQHC263,FQHC264,FQHC265,FQHC266,FQHC267,FQHC268,FQHC269,FQHC270,FQHC271,FQHC272,FQHC273,FQHC274,FQHC275,FQHC276,FQHC277,FQHC278,FQHC279,FQHC280,FQHC281,FQHC282,FQHC283,FQHC284,FQHC285,FQHC286,FQHC287,FQHC288,FQHC289,FQHC290,FQHC291,FQHC292,FQHC293,FQHC294,FQHC295,FQHC296,FQHC297,FQHC298,FQHC299,FQHC300,FQHC301,>>>>>>> a8fed069e83b261ebb5fea78dfd573ee0d8885fc:Coordinates_FQHC_address.csv
FQHC77,,,,,,,54.9,,,,,,56.96666666666667,182.51666666666668,138.01666666666668,,,,,,,,,,,193.65,,,,,,,,,,,,,,,,,,,,,,,,,146.36666666666667,,,,,,,1251.5833333333333,199.56666666666666,,,,,,,50.85,,,,,,,,38.03333333333333,,,0.0,,,,,,,,,,,,,,6.816666666666666,,,,,,,,,,,,,,,,,,55.5,,,,71.53333333333333,57.31666666666667,,,362.3666666666667,,121.35,69.63333333333334,,,,,,,121.48333333333333,,,,,,,,,,,,,5.116666666666666,,,,76.53333333333333,37.85,92.9,,,,61.13333333333333,,,,,,,,,,,,,39.983333333333334,,,,70.63333333333334,,,,,36.7,,,,,78.61666666666666,,,,,30.25,,,,,,,107.56666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,84.41666666666667,,,,,,,,,,,,,,,,,49.666666666666664,,50.833333333333336,,,,,,,,,,,,31.65,,,155.0,,186.43333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46666666666667,,,32.21666666666667,203.51666666666668,,,,173.86666666666667,,,,26.25,,188.65,,,,,,,55.55,12.85,
FQHC78,,,,,,,,,72.15,62.833333333333336,,,,,,,,,,,,,,,,,150.95,,,,,77.5,92.2,,,126.76666666666667,38.416666666666664,,80.58333333333333,,,106.38333333333334,,,,122.8,,,43.266666666666666,33.833333333333336,,31.016666666666666,,,,34.18333333333333,,,,,,,109.33333333333333,24.433333333333334,,,,31.783333333333335,,,,,,,,,,0.0,35.1,,,30.35,50.45,,,,83.15,,,,,74.18333333333334,76.3,,,114.9,,115.6,73.63333333333334,,46.81666666666667,23.366666666666667,38.81666666666667,,,,,,,,,,,,,,,,,,,,36.45,,,,,,,,10.216666666666667,,,,46.0,,,,,,,,,,,,,,,,,,,135.26666666666668,,,,,,,,,,,,,,,,14.966666666666667,,,74.88333333333334,,,,,,,,,,22.116666666666667,,,,,,,,,,61.03333333333333,28.8,,,,120.16666666666667,,,,,,,,,,73.36666666666666,,,,,,,,,,,,,29.95,74.2,,,47.71666666666667,,,,,66.85,,15.9,,,,,83.86666666666666,,35.5,37.666666666666664,,,,,18.45,,,70.86666666666666,,,,,,,64.68333333333334,,23.216666666666665,,33.016666666666666,,,13.55,,29.166666666666668,,,,,,79.76666666666667,,,,,65.2,195.83333333333334,,,,,,,,,84.05,,,,120.8,,,,,90.93333333333334,,,73.75,,,,,
FQHC79,,189.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.03333333333336,,83.01666666666667,72.5,,,,8.083333333333334,,,169.1,,125.06666666666666,,,,,,298.43333333333334,36.233333333333334,25.633333333333333,,50.53333333333333,,,,35.31666666666667,,,,,,,,20.616666666666667,,,,56.85,205.11666666666667,,,,,,,,,31.45,0.0,,,22.7,39.71666666666667,,,,85.06666666666666,,,,,80.18333333333334,74.5,,,,,,79.51666666666667,,52.1,35.03333333333333,31.6,,,,,240.45,,,,,,,,,,,,,,,7.45,,,,,,278.06666666666666,,42.28333333333333,,309.4166666666667,,68.2,,108.45,,,,,283.76666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.883333333333333,,,76.16666666666667,,,,,,,,,,43.2,,,166.85,,,,,,239.88333333333333,68.86666666666666,42.233333333333334,,,,,,,,,,,,,,,,,,173.26666666666668,,,,,,,,328.65,19.15,84.01666666666667,,,36.483333333333334,,,232.71666666666667,,67.83333333333333,,25.15,,,,,,530.1833333333333,62.9,53.75,,,,,23.416666666666668,123.4,,,,,144.46666666666667,,,,92.91666666666667,,36.733333333333334,,33.983333333333334,110.25,,27.15,,31.733333333333334,,,,,,64.71666666666667,,,,,70.38333333333334,,,,,,,,,,81.51666666666667,,,,104.63333333333334,,,,,92.31666666666666,,,94.36666666666666,,,,,
FQHC80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQHC81,,,,,,,,,191.5,158.25,,,,,,,,,,,,87.98333333333333,,,,,326.1333333333333,,414.68333333333334,,,,,,,298.28333333333336,,,226.56666666666666,,,,,,,309.1166666666667,,,,,,,,,,,,,,,,,295.95,,,,,195.35,,,,,,,,,,,,,0.0,,,,,379.81666666666666,237.08333333333334,,,,,,238.6,,,296.4,,296.5,235.7,,,,,189.68333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.7,,,,350.3833333333333,,,,,,,,,,,,,,362.3833333333333,326.68333333333334,,,,,,,,,,,,,,,,,,,194.28333333333333,,,,,,,,,,,,,,,,,,,,,189.26666666666668,,,,302.43333333333334,,,,,,,,,337.93333333333334,196.3,,,,,,,,,,,,,,244.8,,,,,,,,234.53333333333333,,,,,,,179.96666666666667,,203.75,202.06666666666666,,,,,,,,226.46666666666667,,,,,,153.65,,326.6333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.36666666666667,,,,264.1333333333333,,,,,242.33333333333334,,,,,
FQHC82,,191.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,76.68333333333334,71.45,,,,23.3,,66.85,167.6,,94.83333333333333,,,,,,237.75,31.516666666666666,28.816666666666666,,33.8,,,,28.05,,,,,,,,5.183333333333334,,,,44.85,191.43333333333334,,,,,,,,,21.466666666666665,28.216666666666665,,,0.0,22.733333333333334,,,,68.75,,,,,57.2,67.35,,,,,,73.63333333333334,,29.65,29.083333333333332,12.966666666666667,,,,,232.53333333333333,,,,,,,,,,,,,,,22.25,,,,,,265.8666666666667,,30.0,,297.21666666666664,,71.06666666666666,,100.85,,,,,269.76666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.783333333333333,,,,,,,,,,,,,40.71666666666667,,,159.48333333333332,,,,,,233.85,42.5,39.166666666666664,,,,,,,,,,,,,,,,,,166.71666666666667,,,,,,,,320.5833333333333,13.266666666666667,73.56666666666666,,,29.6,,,225.76666666666668,,60.35,,20.433333333333334,,,,,,166.36666666666667,56.15,51.083333333333336,,,,,19.8,113.83333333333333,,76.23333333333333,,,134.9,,,,63.81666666666667,,19.733333333333334,,22.3,111.16666666666667,,20.883333333333333,,31.1,,,,,,68.36666666666666,,,,,62.3,,,,,,,,,,63.61666666666667,,,,102.91666666666667,,,,,89.36666666666666,,,76.95,,,,,
FQHC83,,193.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.3833333333333,,73.05,75.51666666666667,,,,37.56666666666667,,,172.3,,107.51666666666667,,,,,,301.85,33.05,51.35,,56.88333333333333,,,,49.05,,,,,,,,23.25,,,,71.3,208.1,,,,,,,,,41.55,41.416666666666664,,,20.833333333333332,0.0,,,,92.75,,,,,47.61666666666667,,,,,,,,,49.46666666666667,50.166666666666664,20.633333333333333,,,,,249.08333333333334,,,,,,,,,,,,,,,32.38333333333333,,,,,,281.51666666666665,,48.85,,312.8666666666667,,,,112.76666666666667,,,,,278.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,55.25,,,173.11666666666667,,,,,,242.61666666666667,45.86666666666667,54.93333333333333,,,,,,,,,,,,,,,,,,180.26666666666668,,,,,,,,335.21666666666664,26.533333333333335,,,,33.766666666666666,,,236.43333333333334,,71.15,,34.833333333333336,,,,,,531.0,67.31666666666666,69.93333333333334,,,,,32.3,125.23333333333333,,,,,146.3,,,,86.03333333333333,,42.05,,41.63333333333333,112.46666666666667,,37.766666666666666,,45.71666666666667,,,,,,68.48333333333333,,,,,79.9,,,,,,,,,,77.15,,,,106.86666666666666,,,,,99.55,,,,,,,,
FQHC84,,,,167.48333333333332,,,,,,,,,,,,,29.833333333333332,,,160.76666666666668,,,85.55,,,,,,433.9,,,,,,,,,,,,80.21666666666667,,,,,,,,,,,,,,12.933333333333334,,,,,,,85.98333333333333,,,,,,,,,,,,,,,,,,,,,,0.0,209.28333333333333,405.8333333333333,,,,,,,,,77.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26666666666667,,,,,,,,,,,75.61666666666666,,,,,,,,,,,,97.18333333333334,,,,,221.4,,,,,,,60.1,,,,,,,,90.2,,,,,,66.55,,,,,,,,,,,79.73333333333333,,,,,90.68333333333334,,,,,,,,,99.56666666666666,58.266666666666666,78.31666666666666,,,,56.483333333333334,,210.9,,,151.83333333333334,,,,,,,,,,,,,150.5,,,63.68333333333333,70.08333333333333,,,,,,,8.766666666666667,,,,,,,62.05,,,,,,,,,,,,110.55,,,,,,,,,,,,150.85,,,,,,49.416666666666664,,,,,,,,,,66.46666666666667,,,,,74.01666666666667,,,,,,254.08333333333334,,,,,,,67.7,,,
FQHC85,,,,58.666666666666664,,,,,,,,,,,,,208.7,,,56.016666666666666,,,172.91666666666666,,,,,,466.65,,,,,,,,,,,,149.23333333333332,,,,,,,,,,,,,,209.65,,,,,,,160.45,,,,,,,,,,,,,,,,,,,,,,215.85,0.0,430.4166666666667,,,,,,,,,177.85,,,,,,,,,243.23333333333332,,,,,,,,,,,,,,,,,,,,,200.61666666666667,,,,,,,,,,,184.03333333333333,,,,,,,,,,,,204.93333333333334,,,,,219.83333333333334,,,,,,,159.53333333333333,,,,,,,,196.46666666666667,,,,,,184.65,,,,,,,,,,,162.46666666666667,,,,,201.91666666666666,,,,,,,,,149.1,127.25,171.66666666666666,,,,129.31666666666666,,235.33333333333334,,,57.35,,,,,,,,,,,,,54.81666666666667,,,155.95,136.85,,,,,,,213.51666666666668,,,,,,,169.88333333333333,,,,,,,,,,,,194.55,,,,,,,,,,,,50.46666666666667,,,,,,180.55,,,,,,,,,,174.03333333333333,,,,,224.95,,,,,,278.51666666666665,,,,,,,194.16666666666666,,,
FQHC86,,,,366.8833333333333,,,,,,,,,,,,,464.4,,,368.6,,268.4166666666667,,,,,,,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,465.35,,,,,,,,,,,,,,,,,,,,,,,,,,211.43333333333334,,,470.55,786.6,0.0,,,,,,,,,,,,,,,,,,124.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1333333333333,,,,,,,,,,,,,,368.23333333333335,,,,,,,441.51666666666665,,,,,,,,,,,,,,,,,,,,,,,,,440.3,,,,,,,,,,,,,,,448.6,427.4166666666667,,,,451.4166666666667,,381.73333333333335,,,370.6666666666667,,,,,,,,,,,,,370.3333333333333,,,446.4166666666667,455.65,,,,,,,464.98333333333335,,,,,,,445.06666666666666,,,,,,,,,,,,,210.86666666666667,,25.083333333333332,,,,,,,,,369.03333333333336,,,,,,454.0,,,,,,,,,,448.26666666666665,,,,,478.1666666666667,,189.85,,,,301.3833333333333,,,,,,,449.25,,,
FQHC87,,,,,,,,,88.2,60.583333333333336,,,,,,,,,,,,324.75,,,,,,,,,,,84.5,,,,77.01666666666667,,,,,91.5,,,,,,,52.06666666666667,63.416666666666664,,76.08333333333333,,,,58.0,,,,,,,,66.78333333333333,,,,62.05,,,,,,,,,,75.1,78.13333333333334,,247.75,70.75,90.48333333333333,,,,0.0,,,,,,43.483333333333334,,,,,,36.38333333333333,,,47.86666666666667,65.15,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,65.13333333333334,,,,105.08333333333333,,108.16666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.93333333333334,,,44.05,,,,,,,,,,84.93333333333334,,,,,,,,,,107.4,81.96666666666667,,,,,,,,,,,,,,104.96666666666667,,,,,,,,,,,,,61.65,48.11666666666667,,,46.166666666666664,,,,,11.016666666666667,,57.6,,,,,103.33333333333333,,83.31666666666666,86.3,,,,,67.03333333333333,,,127.26666666666667,,,,,,121.91666666666667,,,51.9,,56.06666666666667,125.91666666666667,,51.016666666666666,,67.71666666666667,,,,,,86.85,,,,,24.916666666666668,,,,,,,,,,,,,,119.18333333333334,,,,,97.48333333333333,,,,,,,,
FQHC88,381.4166666666667,,,,,,191.83333333333334,,,,,,,,259.1,,,,234.41666666666666,,,,,,,,,896.1833333333333,,,,,,,305.56666666666666,,,213.61666666666667,,,,,,,,,,,,,243.58333333333334,,,,,,,516.05,421.96666666666664,,,,,,,248.53333333333333,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,145.2,,,,,,,,,216.08333333333334,,,299.4,212.73333333333332,198.96666666666667,,,884.6166666666667,,214.58333333333334,229.45,197.38333333333333,,,,,,214.71666666666667,200.48333333333332,,359.2,,,,272.35,,,,,,,,,,218.75,,177.01666666666668,,,,201.48333333333332,,,,,,860.3833333333333,,,809.9666666666667,,,,,1010.0833333333334,,,235.15,,,,,,,,,,237.03333333333333,,,764.75,,,,295.55,,,,,228.7,,,,,,,,,,,,,,,,,,,,,,,,,227.21666666666667,1614.3666666666666,,,810.0166666666667,,,,,,203.88333333333333,,,,,,,,,226.78333333333333,,227.66666666666666,1126.0333333333333,,,,,,1365.4333333333334,,245.75,,,,,,,,845.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1166666666667,,,,,,,,,,324.5833333333333,,208.0,,,,,,,
FQHC89,,,,,,,,196.71666666666667,,,,,,,,,,27.166666666666668,,,26.833333333333332,,,173.4,100.2,,,,,,103.86666666666666,,,,,,,,,,,,,70.88333333333334,210.3,,,,,,,,,211.53333333333333,,,,,,,,,,,,,,,,,,,48.25,,49.083333333333336,,,,,,,,,,,,,,0.0,259.1333333333333,,,,232.18333333333334,,,637.4833333333333,,,,,,,,,61.68333333333333,287.4,,,,214.83333333333334,,,,,232.2,,,,,,65.85,,,,410.95,,,,,,,,,,,,,,,,,,,,,,,,,,221.61666666666667,,,42.766666666666666,,,,,,,,,,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03333333333333,269.6666666666667,,,,,93.3,,,,,,,194.18333333333334,,,,,332.8333333333333,,,413.01666666666665,,,,,,,297.98333333333335,,,,,,,,,,,,,,,,,,,,,,,,,91.91666666666667,,,,,,,,,188.58333333333334,,,256.5,,245.05,,,,,,,,,116.95,,,,,,,,177.91666666666666,,,,118.05,,,,,,,,,,,,,,863.2666666666667,,,,
FQHC90,,,,,,,,62.766666666666666,,,,,,,,,,110.51666666666667,,,138.83333333333334,,,285.18333333333334,163.8,,,,,,134.68333333333334,,,,,,,259.5833333333333,,,,,,187.11666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.68333333333334,,138.51666666666668,,,,,,,,,,,,,,140.68333333333334,0.0,,,,24.25,,,758.2166666666667,,,234.55,,,,,,178.83333333333334,112.26666666666667,,,,61.0,319.01666666666665,,,,72.35,,,,,,161.1,,,,,,,,,,,,310.98333333333335,,,,,,,,,,,,,,,,,,76.7,,,152.35,,,,,,,,,,157.6,,282.81666666666666,,,,,,,,,,,,,,,,,337.25,,,,,,,,,,,,,,,,,,196.25,,,,,,,52.43333333333333,,,,,246.3,1642.3333333333333,219.38333333333333,,,,,,,,244.88333333333333,,,,,,,,,,,,,,,,,,,,306.73333333333335,,,,,211.66666666666666,,,,,,,,,37.4,,,56.06666666666667,,19.133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66666666666666,,,,,,,
FQHC91,,,,,,,60.25,,,,,,64.01666666666667,187.45,142.95,,,,,,,,,,,198.58333333333334,,,,,,,,,190.28333333333333,,,,,,,,,,,,,,,,151.3,,,,,,,1247.1,195.45,,,,,,,53.55,,,,,,,,42.96666666666667,,,7.383333333333334,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,51.81666666666667,,,,76.46666666666667,62.25,,,357.98333333333335,,126.28333333333333,74.56666666666666,,,,,,,126.41666666666667,,,,,,,,,,,,,11.116666666666667,,,,81.46666666666667,42.78333333333333,91.71666666666667,,,,66.06666666666666,,,,,,,,,,,,,44.8,,,,78.95,,,,,41.63333333333333,,,,,74.21666666666667,,,220.5,,36.05,,,,,,,112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35,,,,,,,,,,,,,,,,,54.6,,55.766666666666666,,,,,,,,,,,,36.583333333333336,,,150.61666666666667,,182.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,39.31666666666667,,,36.03333333333333,199.13333333333333,,,,169.46666666666667,,,,32.233333333333334,,193.58333333333334,,,,,,,60.483333333333334,18.316666666666666,
FQHC92,,232.01666666666668,,,,,,,,,,,,,,,,,,,,,,,,,167.71666666666667,,,321.0833333333333,,74.41666666666667,,,,,78.85,,,275.56666666666666,,,,,,,,219.61666666666667,77.76666666666667,85.48333333333333,,93.58333333333333,,,,86.7,,,,,,,,67.9,,,,98.96666666666667,234.16666666666666,,,,,,,,,76.66666666666667,75.4,,,60.766666666666666,49.15,,,,,,,,,0.0,,,,,,,,,48.63333333333333,78.66666666666667,56.3,,,,,283.8666666666667,,,,,,,,,,,,,,,77.6,,,,,,235.31666666666666,,74.26666666666667,,266.6666666666667,,103.58333333333333,,,,,,,237.18333333333334,,,,,,,,,,,,158.96666666666667,,,,,,,,,,,,,,,,66.81666666666666,,,,,,,,,,,,,90.88333333333334,,,,,,,,,259.51666666666665,44.31666666666667,87.61666666666666,,,,,,,,,,,,,,,,,,577.9166666666666,,,,,,,,252.06666666666666,71.55,,,,85.05,,,325.45,,110.23333333333333,,71.56666666666666,,,,,,577.9166666666666,89.25,100.2,,,,,67.68333333333334,237.45,,,,,184.05,,,,85.26666666666667,,81.91666666666667,,79.55,163.13333333333333,,73.28333333333333,,87.9,,,,,,,,,,,,168.38333333333333,,,,,,,,,66.93333333333334,,,,,,,,,,,,,,,,,
FQHC93,,,,,,,,,91.8,59.46666666666667,,,,,,,,,,,,324.4,,,,,,,,,,,,,,,77.46666666666667,,,,,131.61666666666667,,,,,,,75.3,72.08333333333333,,85.68333333333334,,,,53.71666666666667,,,,,,,,62.5,,,,78.7,,,,,,,,,,68.76666666666667,78.8,,247.41666666666666,66.46666666666667,,,,,38.1,,,,,,0.0,,,,,,14.5,,,61.56666666666667,,169.11666666666667,,,,,,,,,,,,,,,,,,,76.41666666666667,,,,,,,,61.45,,,,118.68333333333334,,128.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.166666666666664,,,39.7,,,,,,,,,,82.98333333333333,,,,,,,,,,,79.71666666666667,,,,,,,,,,,,,,102.25,,,,,,,,,,,,,60.5,16.2,,,73.08333333333333,,,,,55.6,,61.18333333333333,,,,,86.76666666666667,,86.1,87.43333333333334,,,,,64.06666666666666,,,,,,,,,118.3,,,52.916666666666664,,65.28333333333333,,,59.46666666666667,,74.73333333333333,,,,,,104.96666666666667,,,,,76.51666666666667,,,,,,,,,,,,,185.6,,,,,,,,,,,,,,
FQHC94,,,,,,,,45.65,,,,,,,,,,127.21666666666667,,,155.53333333333333,,,279.53333333333336,180.5,,,,,,151.38333333333333,,,,,,,253.93333333333334,,,,,,203.81666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.45,,345.76666666666665,,,,,,,,,,,,,,157.38333333333333,10.833333333333334,,,,0.0,,,1401.9333333333334,,,264.6666666666667,,,,,,196.43333333333334,106.61666666666666,,,,55.35,330.71666666666664,,,,66.7,,,,,,177.8,,,,,,,,,,,,322.76666666666665,,,,,,,,,,,,,,,,,,49.3,,,176.15,,,,,,,,,,182.51666666666668,,294.6,,,,,,,,,,,,,,,,,351.65,,,,,,,,,,,,,,,,,,220.93333333333334,,,,,,,31.733333333333334,,,,,266.9,1637.5,231.16666666666666,,,,,,,,243.56666666666666,,,,,,,,,,,,,,,,,,,,414.6666666666667,,,,,228.45,,,,,,,,,31.75,,,74.88333333333334,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.68333333333334,,,,,,,
FQHC95,,,,111.45,,,,,,,,,,,,,68.41666666666667,,,116.16666666666667,,,24.216666666666665,,,,,,,,,,,,,,,,,,23.883333333333333,,,,,,,,,,,,,,66.71666666666667,,,,,,,30.833333333333332,,,,,,,,,,,,,,,,,,,,,,72.91666666666667,154.38333333333333,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.283333333333335,,,,,,,,,,,10.133333333333333,,,,,,,,,,,,38.55,,,,,181.5,,,,,,,27.883333333333333,,,,,,,,54.71666666666667,,,,,,19.266666666666666,,,,,,,,,,,43.96666666666667,,,,,52.7,,,,,,,,,35.766666666666666,51.016666666666666,40.483333333333334,,,,46.36666666666667,,177.05,,,117.43333333333334,,,,,,,,,,,,,114.51666666666667,,,37.21666666666667,60.11666666666667,,,,,,,65.28333333333333,,,,,,,53.0,,,,,,,,,,,,39.6,,,,,,,,,,,,109.41666666666667,,,,,,40.36666666666667,,,,,,,,,,38.13333333333333,,,,,62.5,,,,,,,,,,,,,25.416666666666668,,,
FQHC96,,,,,,,,,170.15,165.31666666666666,,,,,,,,,,,,287.93333333333334,,,,,92.96666666666667,,,,,121.31666666666666,,,,62.516666666666666,,,86.46666666666667,,,,,,,48.016666666666666,,,,,,140.58333333333334,,,,,,,,,,,64.05,,,,,180.7,,,,,,,,,,168.78333333333333,,,271.8,,,,,,,,,,,,,,,0.0,,0.2,,,132.11666666666667,168.3,,149.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,165.46666666666667,,,,146.43333333333334,,,,140.25,,,,,,,,,,,,,,182.41666666666666,85.26666666666667,,,,,,,,,,,,,,,,,,,197.48333333333332,,,,,,,,,,153.3,,,,,,,,,,,147.55,,,,67.0,,,,,,,,,,154.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.31666666666666,,165.68333333333334,157.15,,,,,,,,135.76666666666668,,,,,,144.4,142.23333333333332,,161.2,,,,,155.3,,151.36666666666667,,,,,,,,,,,,81.38333333333334,,,,,,,,,153.5,,,180.71666666666667,,,,225.01666666666668,,,,,123.78333333333333,,,,,
FQHC97,,,,,,,,695.25,,,,,,,,,,595.85,,,615.6333333333333,,,502.3666666666667,576.4333333333333,,,,,,580.1,,,,,,,,,,,,,633.9166666666666,446.53333333333336,,,,,,,,,476.85,,,,,,,,,,,,,,,,,,,609.9666666666667,,610.8,,,,,,,,,,,,,,617.4833333333333,741.8166666666667,,,,748.7333333333333,,,0.0,,,,,,,,,631.5333333333333,821.4833333333333,,,,700.45,,,,,704.1666666666666,,,,,,624.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.0166666666667,,,597.1666666666666,,,,,,,,,,652.6166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.1333333333333,625.35,,,,,651.0333333333333,,,,,,,662.8666666666667,,,,,1638.6333333333334,1800.7833333333333,,,,,,,,,1636.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,658.55,,,,,,,,,681.4,,,711.0333333333333,,757.0833333333334,,,,,,,,,439.8333333333333,,,,,,,,,,,,440.01666666666665,,,,,,,,,,,,,,,,,,
